RAM,Battery,Rear Camera,Front Camera,Display,Launch Date,Fabrication,Pixel Density,Refresh Rate,Internal Memory,SIM Slot(s),Price,Brand,Processor,Operating System,Graphics,Display Type,Quick Charging,USB Type-C,Expandable Memory,Audio Jack,Fingerprint Sensor
0.5,0.5454545454545454,0.5728155339805825,0.4,0.6611111111111112,1.0,0.1111111111111111,0.6105527638190955,0.3571428571428572,0.49206349206349204,1.0,0.14942528735632185,53.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5454545454545454,0.5728155339805825,0.4,0.6611111111111112,1.0,0.1111111111111111,0.6105527638190955,0.3571428571428572,0.49206349206349204,1.0,0.14942528735632185,51.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4174757281553398,0.325,0.7416666666666667,1.0,0.1111111111111111,0.5653266331658291,0.7142857142857142,0.49206349206349204,1.0,0.12643678160919541,46.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.325,0.7222222222222221,1.0,0.05555555555555558,0.5778894472361809,0.3571428571428572,0.23809523809523808,1.0,0.11494252873563218,46.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.6666666666666667,1.0,0.1111111111111111,0.6055276381909549,0.3571428571428572,0.23809523809523808,1.0,0.07471264367816091,40.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.6363636363636364,0.5728155339805825,0.4,0.7722222222222224,1.0,0.0,0.5477386934673367,0.7142857142857142,0.49206349206349204,1.0,0.26436781609195403,52.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.5728155339805825,0.4,0.7277777777777779,0.9090909090909065,0.16666666666666663,0.5728643216080402,0.7142857142857142,0.49206349206349204,1.0,0.19540229885057472,51.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.5818181818181818,0.5728155339805825,0.4,0.7277777777777779,0.9090909090909065,0.16666666666666663,0.5728643216080402,0.7142857142857142,0.49206349206349204,1.0,0.21839080459770113,52.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.3333333333333333,0.8181818181818181,0.4368932038834951,0.325,0.7222222222222221,1.0,0.05555555555555558,0.5778894472361809,0.3571428571428572,0.49206349206349204,1.0,0.08620689655172414,51.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.6363636363636364,0.5728155339805825,0.8,0.7555555555555555,1.0,0.1111111111111111,0.5577889447236182,0.7142857142857142,1.0,1.0,0.21839080459770113,36.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.4,0.75,0.9090909090909065,0.05555555555555558,0.5628140703517588,0.7142857142857142,0.49206349206349204,1.0,0.33333333333333337,36.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.5245454545454545,0.5728155339805825,0.325,0.5833333333333333,1.0,0.05555555555555558,0.6557788944723619,0.3571428571428572,0.49206349206349204,1.0,0.4367816091954023,36.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5454545454545454,0.4368932038834951,0.4,0.7083333333333333,0.9090909090909065,0.1111111111111111,0.5829145728643217,0.7142857142857142,0.49206349206349204,1.0,0.27586206896551724,40.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,1.0,0.4,0.7416666666666667,1.0,0.1111111111111111,0.5653266331658291,0.7142857142857142,0.49206349206349204,1.0,0.18390804597701152,35.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5454545454545454,0.5728155339805825,0.4,0.6611111111111112,1.0,0.1111111111111111,0.6105527638190955,0.3571428571428572,0.49206349206349204,1.0,0.20689655172413793,46.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.4363636363636363,0.4368932038834951,0.30000000000000004,0.5833333333333333,1.0,0.0,0.6331658291457287,0.7142857142857142,0.49206349206349204,1.0,0.793103448275862,36.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.6363636363636364,1.0,1.0,0.7777777777777777,0.9090909090909065,0.0,0.8316582914572865,0.7142857142857142,1.0,1.0,0.9011494252873563,40.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.6666666666666666,0.6,1.0,0.8,0.75,1.0,0.1111111111111111,0.5628140703517588,0.7142857142857142,0.49206349206349204,1.0,0.27586206896551724,12.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.2,0.711111111111111,1.0,0.16666666666666663,0.2487437185929648,0.3571428571428572,0.49206349206349204,1.0,0.14597701149425288,33.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
0.5,0.45818181818181813,0.4368932038834951,0.8,0.6944444444444444,0.9090909090909065,0.1111111111111111,0.5904522613065326,1.0,0.49206349206349204,1.0,0.28735632183908044,36.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5290909090909091,0.06796116504854369,0.2,0.5833333333333333,0.9090909090909065,0.05555555555555558,0.6557788944723619,0.0,0.49206349206349204,1.0,0.27586206896551724,38.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
0.5,0.6509090909090909,0.5728155339805825,0.4,0.7222222222222221,0.9090909090909065,0.05555555555555558,0.5954773869346734,1.0,0.49206349206349204,1.0,0.1724137931034483,53.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.4174757281553398,0.325,0.7222222222222221,1.0,0.1111111111111111,0.5527638190954773,0.7142857142857142,0.49206349206349204,1.0,0.2781609195402299,40.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,1.0,0.4,0.7416666666666667,0.9090909090909065,0.1111111111111111,0.5653266331658291,0.7142857142857142,0.49206349206349204,1.0,0.17126436781609194,40.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.6363636363636364,1.0,0.8,0.75,0.9090909090909065,0.1111111111111111,0.5603015075376885,0.7142857142857142,0.49206349206349204,1.0,0.34712643678160915,35.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.125,0.7527777777777778,1.0,0.4444444444444444,0.24623115577889448,0.0,0.23809523809523808,1.0,0.022988505747126436,35.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.4368932038834951,0.2,0.7222222222222221,1.0,0.1111111111111111,0.5778894472361809,0.7142857142857142,0.49206349206349204,1.0,0.17586206896551723,31.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,0.4174757281553398,0.4,0.6666666666666667,0.9090909090909065,0.1111111111111111,0.6055276381909549,0.3571428571428572,0.49206349206349204,1.0,0.14367816091954022,51.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.2,0.7166666666666668,0.9090909090909065,0.16666666666666663,0.5804020100502514,0.3571428571428572,0.23809523809523808,1.0,0.08045977011494254,12.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.6777777777777778,0.9090909090909065,0.1111111111111111,0.6005025125628141,0.0,0.49206349206349204,1.0,0.09540229885057472,53.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,0.4368932038834951,0.4,0.6944444444444444,0.9090909090909065,0.2222222222222222,0.5904522613065326,0.7142857142857142,0.49206349206349204,1.0,0.12413793103448276,46.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.6127272727272727,0.4368932038834951,0.8,0.7722222222222224,1.0,0.0,0.7110552763819096,0.7142857142857142,1.0,1.0,0.9080459770114943,46.0,3.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.2,0.7222222222222221,0.9090909090909065,0.4444444444444444,0.5778894472361809,0.0,0.23809523809523808,1.0,0.06896551724137931,40.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.6666666666666667,0.9090909090909065,0.1111111111111111,0.6055276381909549,0.0,0.23809523809523808,1.0,0.0471264367816092,46.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5454545454545454,0.4368932038834951,0.8,0.6666666666666667,0.9090909090909065,0.1111111111111111,0.6055276381909549,0.3571428571428572,0.49206349206349204,1.0,0.27586206896551724,40.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
0.5,0.6363636363636364,0.4174757281553398,0.325,0.6666666666666667,0.9090909090909065,0.05555555555555558,0.6055276381909549,0.3571428571428572,0.49206349206349204,1.0,0.21494252873563216,38.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.4174757281553398,0.325,0.7416666666666667,1.0,0.1111111111111111,0.5653266331658291,0.7142857142857142,0.49206349206349204,1.0,0.11494252873563218,40.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.5728155339805825,0.4,0.7416666666666667,0.9090909090909065,0.1111111111111111,0.5653266331658291,0.7142857142857142,0.23809523809523808,1.0,0.12068965517241378,52.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.4,0.7166666666666668,1.0,0.16666666666666663,0.5804020100502514,0.0,0.49206349206349204,1.0,0.15862068965517243,46.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.5728155339805825,0.8,0.6944444444444444,0.9090909090909065,0.05555555555555558,0.5904522613065326,0.7142857142857142,0.49206349206349204,1.0,0.2413793103448276,40.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5454545454545454,0.5728155339805825,0.8,0.675,0.9090909090909065,0.1111111111111111,0.6005025125628141,0.3571428571428572,0.49206349206349204,1.0,0.1724137931034483,53.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5636363636363636,0.4368932038834951,0.8,0.7583333333333335,0.9090909090909065,0.0,0.8819095477386936,0.7142857142857142,1.0,1.0,0.41839080459770117,30.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.519090909090909,0.4368932038834951,0.25,0.6388888888888888,0.9090909090909065,0.0,0.6231155778894473,0.3571428571428572,0.49206349206349204,1.0,0.44252873563218387,53.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,0.5728155339805825,0.4,0.675,0.9090909090909065,0.4444444444444444,0.6005025125628141,0.3571428571428572,0.23809523809523808,1.0,0.08505747126436783,52.0,7.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.8181818181818181,0.4368932038834951,0.125,0.75,0.9090909090909065,0.1111111111111111,0.2487437185929648,0.0,0.23809523809523808,1.0,0.04022988505747127,30.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.16666666666666666,0.6363636363636364,0.02912621359223301,0.125,0.7,1.0,0.4444444444444444,0.2487437185929648,0.0,0.1111111111111111,1.0,0.0034482758620689724,35.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,1.0,0.8,0.75,0.9090909090909065,0.1111111111111111,0.5603015075376885,0.7142857142857142,0.49206349206349204,1.0,0.19540229885057472,36.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.5454545454545454,0.4368932038834951,0.8,0.675,0.818181818181813,0.1111111111111111,0.6005025125628141,0.3571428571428572,0.49206349206349204,1.0,0.25287356321839083,40.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.4,0.7722222222222224,1.0,0.0,0.8743718592964824,1.0,1.0,1.0,0.5632183908045977,38.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.6363636363636364,0.5728155339805825,0.8,0.7416666666666667,1.0,0.4444444444444444,0.5653266331658291,0.0,1.0,1.0,0.10344827586206898,38.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.4,0.75,0.9090909090909065,0.05555555555555558,0.5628140703517588,0.7142857142857142,0.49206349206349204,1.0,0.24597701149425286,53.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.6363636363636364,1.0,1.0,0.8055555555555556,0.7272727272727479,0.16666666666666663,0.8517587939698492,0.7142857142857142,0.49206349206349204,1.0,0.4885057471264368,40.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
0.6666666666666666,0.4,0.4368932038834951,0.25,0.5833333333333333,0.9090909090909065,0.0,0.6331658291457287,0.7142857142857142,0.49206349206349204,1.0,0.4850574712643678,35.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.4174757281553398,0.4,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5778894472361809,1.0,0.49206349206349204,1.0,0.16091954022988506,46.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,0.5728155339805825,0.325,0.675,0.9090909090909065,0.4444444444444444,0.6005025125628141,0.3571428571428572,0.23809523809523808,1.0,0.06321839080459771,12.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,1.0,0.4,0.7416666666666667,0.9090909090909065,0.4444444444444444,0.5653266331658291,0.7142857142857142,0.49206349206349204,1.0,0.13793103448275862,38.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.6363636363636364,1.0,1.0,0.7777777777777777,0.818181818181813,0.05555555555555558,0.8693467336683418,0.7142857142857142,1.0,1.0,0.6781609195402298,46.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.4545454545454545,0.06796116504854369,0.25,0.6111111111111112,0.818181818181813,0.05555555555555558,0.6381909547738693,0.7142857142857142,0.49206349206349204,1.0,0.33333333333333337,46.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.6944444444444444,0.9090909090909065,0.1111111111111111,0.5904522613065326,0.3571428571428572,0.23809523809523808,1.0,0.06896551724137931,40.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
0.5,0.6363636363636364,0.4368932038834951,0.2,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5778894472361809,0.3571428571428572,0.49206349206349204,1.0,0.09770114942528735,36.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.5454545454545454,0.5728155339805825,0.4,0.675,0.9090909090909065,0.1111111111111111,0.6005025125628141,0.3571428571428572,0.49206349206349204,1.0,0.20689655172413793,51.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,0.4368932038834951,0.4,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5753768844221105,0.7142857142857142,0.49206349206349204,1.0,0.16091954022988506,42.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.4,0.7277777777777779,0.9090909090909065,0.05555555555555558,0.5728643216080402,0.7142857142857142,0.49206349206349204,1.0,0.21839080459770113,52.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,0.5728155339805825,0.325,0.675,0.818181818181813,0.4444444444444444,0.6005025125628141,0.0,0.23809523809523808,1.0,0.05517241379310345,40.0,5.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.2,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5778894472361809,0.3571428571428572,0.23809523809523808,1.0,0.09655172413793103,40.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.5,0.6363636363636364,1.0,0.4,0.6666666666666667,0.9090909090909065,0.1111111111111111,0.6055276381909549,0.3571428571428572,0.49206349206349204,1.0,0.12643678160919541,52.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.125,0.6944444444444444,0.9090909090909065,0.16666666666666663,0.2512562814070352,0.3571428571428572,0.23809523809523808,1.0,0.06896551724137931,46.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,0.6363636363636364,0.4368932038834951,0.25,0.75,0.9090909090909065,0.0,0.8618090452261307,0.7142857142857142,0.49206349206349204,1.0,0.7195402298850574,46.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.6363636363636364,0.4174757281553398,0.325,0.7222222222222221,1.0,0.1111111111111111,0.5527638190954773,0.7142857142857142,0.49206349206349204,1.0,0.21839080459770113,40.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.2,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5778894472361809,0.7142857142857142,0.23809523809523808,1.0,0.07471264367816091,40.0,5.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5753768844221105,0.3571428571428572,0.23809523809523808,1.0,0.09195402298850575,30.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,0.4368932038834951,0.2,0.7166666666666668,1.0,0.16666666666666663,0.5804020100502514,0.0,0.49206349206349204,1.0,0.09195402298850575,40.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,0.5454545454545454,0.5728155339805825,0.5,0.7416666666666667,0.9090909090909065,0.16666666666666663,0.5653266331658291,0.7142857142857142,0.49206349206349204,1.0,0.25287356321839083,36.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4174757281553398,0.325,0.675,0.818181818181813,0.38888888888888884,0.6005025125628141,0.0,0.23809523809523808,1.0,0.09195402298850575,30.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
0.5,0.6363636363636364,1.0,0.4,0.7083333333333333,0.9090909090909065,0.1111111111111111,0.6030150753768844,0.7142857142857142,0.49206349206349204,1.0,0.1310344827586207,52.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.8,0.7722222222222224,1.0,0.4444444444444444,0.5678391959798994,0.3571428571428572,0.49206349206349204,1.0,0.07471264367816091,46.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5753768844221105,0.3571428571428572,0.23809523809523808,1.0,0.059770114942528735,52.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5454545454545454,0.4174757281553398,0.4,0.7277777777777779,0.9090909090909065,0.05555555555555558,0.5728643216080402,0.7142857142857142,0.49206349206349204,1.0,0.3908045977011494,52.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.2,0.6944444444444444,0.9090909090909065,0.16666666666666663,0.2512562814070352,0.3571428571428572,0.49206349206349204,1.0,0.057471264367816105,40.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.2,0.7166666666666668,0.9090909090909065,0.16666666666666663,0.5778894472361809,0.3571428571428572,0.23809523809523808,1.0,0.06896551724137931,12.0,1.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
0.5,0.5818181818181818,0.5728155339805825,0.4,0.6777777777777778,0.9090909090909065,0.1111111111111111,0.6005025125628141,0.3571428571428572,0.49206349206349204,1.0,0.20689655172413793,35.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.2,0.7083333333333333,0.9090909090909065,0.4444444444444444,0.2512562814070352,0.0,0.23809523809523808,1.0,0.09080459770114943,40.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0
0.6666666666666666,0.6363636363636364,0.4368932038834951,0.2,0.7166666666666668,1.0,0.16666666666666663,0.5804020100502514,0.0,0.49206349206349204,1.0,0.11494252873563218,46.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5272727272727272,0.4368932038834951,0.8,0.7083333333333333,0.9090909090909065,0.05555555555555558,0.5829145728643217,1.0,0.49206349206349204,1.0,0.3793103448275862,19.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.7166666666666668,0.9090909090909065,0.1111111111111111,0.5804020100502514,0.7142857142857142,0.49206349206349204,1.0,0.11494252873563218,38.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4174757281553398,0.2,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5778894472361809,0.3571428571428572,0.23809523809523808,1.0,0.10344827586206898,53.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.4368932038834951,0.4,0.7222222222222221,0.9090909090909065,0.1111111111111111,0.5778894472361809,0.3571428571428572,0.23809523809523808,1.0,0.08620689655172414,38.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.25,0.6363636363636364,0.07766990291262137,0.125,0.6972222222222222,0.9090909090909065,0.4444444444444444,0.2512562814070352,0.0,0.1111111111111111,1.0,0.04597701149425287,53.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.47272727272727266,0.06796116504854369,0.25,0.6666666666666667,0.6363636363636545,0.2222222222222222,0.8944723618090453,0.0,0.49206349206349204,1.0,0.3908045977011494,52.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.6369090909090909,0.4368932038834951,0.275,0.75,0.9090909090909065,0.05555555555555558,0.8618090452261307,0.7142857142857142,0.49206349206349204,1.0,0.4160919540229885,46.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.07766990291262137,0.125,0.6944444444444444,0.9090909090909065,0.4444444444444444,0.2512562814070352,0.0,0.23809523809523808,1.0,0.022988505747126436,30.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.5454545454545454,0.4368932038834951,0.25,0.7222222222222221,0.9090909090909065,0.0,0.5527638190954773,0.7142857142857142,0.49206349206349204,1.0,0.5402298850574713,42.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0
0.6666666666666666,0.6363636363636364,1.0,0.4,0.7416666666666667,0.9090909090909065,0.05555555555555558,0.5653266331658291,0.7142857142857142,0.49206349206349204,1.0,0.26436781609195403,30.0,4.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0
0.3333333333333333,0.6363636363636364,0.5728155339805825,0.4,0.6666666666666667,0.818181818181813,0.4444444444444444,0.6055276381909549,0.0,0.49206349206349204,1.0,0.11494252873563218,51.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.6666666666666666,0.47272727272727266,0.4174757281553398,0.8,0.6777777777777778,0.6363636363636545,0.38888888888888884,0.6005025125628141,0.0,0.49206349206349204,1.0,0.26436781609195403,25.0,3.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0
